29.7.2015, 11:7:45, 1
29.7.2015, 11:49:51, 0
29.7.2015, 11:55:11, 1
29.7.2015, 12:17:41, 0
29.7.2015, 12:23:1, 1
29.7.2015, 12:45:56, 2
29.7.2015, 12:56:44, 1
29.7.2015, 13:10:27, 2
29.7.2015, 14:35:40, 3
29.7.2015, 14:40:6, 1
29.7.2015, 14:51:10, 3
29.7.2015, 14:56:28, 2
29.7.2015, 15:1:3, 4
29.7.2015, 15:5:29, 3
29.7.2015, 15:10:8, 4
29.7.2015, 15:19:18, 3
29.7.2015, 15:23:55, 4
29.7.2015, 15:29:16, 3
29.7.2015, 15:32:58, 4
29.7.2015, 15:37:36, 2
29.7.2015, 15:42:12, 3
29.7.2015, 16:1:30, 2
29.7.2015, 16:10:41, 1
29.7.2015, 16:19:5, 0
29.7.2015, 16:26:38, 1
29.7.2015, 16:57:36, 2
29.7.2015, 17:17:32, 1
29.7.2015, 17:27:17, 2
29.7.2015, 18:8:59, 4
29.7.2015, 18:18:22, 2
29.7.2015, 18:30:11, 4
29.7.2015, 18:36:30, 2
29.7.2015, 19:19:52, 1
29.7.2015, 19:24:29, 0
30.7.2015, 0:10:10, 1
30.7.2015, 3:57:48, 0
30.7.2015, 5:55:26, 1
30.7.2015, 5:59:48, 0
30.7.2015, 6:31:45, 1
30.7.2015, 6:36:25, 0
30.7.2015, 6:46:56, 1
30.7.2015, 6:54:53, 0
30.7.2015, 7:32:5, 1
30.7.2015, 7:36:9, 0
30.7.2015, 7:45:34, 1
30.7.2015, 7:54:38, 0
30.7.2015, 7:59:4, 1
30.7.2015, 8:12:47, 0
30.7.2015, 8:17:29, 1
30.7.2015, 8:49:6, 2
30.7.2015, 8:53:43, 0
30.7.2015, 9:3:2, 1
30.7.2015, 9:7:43, 2
30.7.2015, 9:12:9, 1
30.7.2015, 9:16:48, 2
30.7.2015, 9:21:28, 1
30.7.2015, 9:30:35, 2
30.7.2015, 9:35:21, 1
30.7.2015, 9:40:0, 2
30.7.2015, 9:44:39, 1
30.7.2015, 9:49:20, 0
30.7.2015, 9:58:10, 1
30.7.2015, 11:2:39, 2
30.7.2015, 11:21:29, 1
30.7.2015, 11:35:10, 2
30.7.2015, 11:39:28, 1
30.7.2015, 11:53:14, 2
30.7.2015, 11:57:33, 1
30.7.2015, 12:6:46, 3
30.7.2015, 12:11:25, 1
30.7.2015, 12:20:46, 2
30.7.2015, 12:25:28, 1
30.7.2015, 12:29:53, 2
30.7.2015, 12:44:41, 3
30.7.2015, 12:48:22, 1
30.7.2015, 12:53:9, 2
30.7.2015, 13:2:8, 1
30.7.2015, 13:11:37, 2
30.7.2015, 13:29:46, 1
30.7.2015, 13:43:12, 2
30.7.2015, 13:52:38, 3
30.7.2015, 13:56:58, 2
30.7.2015, 14:20:33, 3
30.7.2015, 14:24:36, 2
30.7.2015, 14:51:53, 1
30.7.2015, 15:0:56, 0
30.7.2015, 15:6:0, 1
30.7.2015, 15:24:0, 2
30.7.2015, 15:34:34, 3
30.7.2015, 15:37:53, 2
30.7.2015, 15:42:36, 3
30.7.2015, 15:47:17, 2
30.7.2015, 15:51:38, 1
30.7.2015, 15:56:26, 0
30.7.2015, 16:0:50, 1
30.7.2015, 16:14:41, 3
30.7.2015, 16:19:0, 2
30.7.2015, 16:28:54, 3
30.7.2015, 16:34:7, 1
30.7.2015, 16:37:26, 2
30.7.2015, 17:6:5, 3
30.7.2015, 17:9:24, 2
30.7.2015, 17:13:43, 1
30.7.2015, 17:18:26, 3
30.7.2015, 17:23:10, 2
30.7.2015, 17:51:27, 1
30.7.2015, 18:0:36, 2
30.7.2015, 18:15:36, 1
30.7.2015, 18:29:47, 2
31.7.2015, 3:59:31, 0
31.7.2015, 6:48:23, 1
31.7.2015, 6:54:14, 0
31.7.2015, 6:57:55, 1
31.7.2015, 7:2:26, 0
31.7.2015, 7:6:51, 1
31.7.2015, 7:16:6, 0
31.7.2015, 7:25:37, 1
31.7.2015, 7:31:6, 0
31.7.2015, 7:39:18, 1
31.7.2015, 8:2:22, 2
31.7.2015, 8:25:29, 1
31.7.2015, 8:30:46, 2
31.7.2015, 8:36:2, 1
31.7.2015, 8:39:21, 0
31.7.2015, 8:43:44, 1
31.7.2015, 9:16:48, 2
31.7.2015, 9:20:7, 1
31.7.2015, 9:29:2, 2
31.7.2015, 9:33:34, 0
31.7.2015, 9:38:19, 1
31.7.2015, 10:10:34, 2
31.7.2015, 10:19:42, 1
31.7.2015, 10:24:13, 3
31.7.2015, 10:28:36, 2
31.7.2015, 10:42:22, 1
31.7.2015, 10:47:9, 2
31.7.2015, 10:52:24, 1
31.7.2015, 10:56:5, 2
31.7.2015, 11:10:0, 1
31.7.2015, 11:14:26, 2
31.7.2015, 11:20:19, 1
31.7.2015, 11:23:38, 2
31.7.2015, 11:32:56, 1
31.7.2015, 11:37:42, 2
31.7.2015, 11:46:55, 1
31.7.2015, 12:14:29, 2
31.7.2015, 12:23:43, 1
31.7.2015, 12:28:54, 2
31.7.2015, 12:32:36, 1
31.7.2015, 12:51:6, 2
31.7.2015, 12:55:32, 1
31.7.2015, 13:13:40, 2
31.7.2015, 13:19:14, 1
31.7.2015, 13:22:55, 2
31.7.2015, 13:27:28, 1
31.7.2015, 14:49:57, 2
31.7.2015, 14:58:54, 1
31.7.2015, 15:59:26, 0
31.7.2015, 16:7:19, 1
31.7.2015, 16:52:46, 2
31.7.2015, 16:57:14, 0
31.7.2015, 17:6:26, 1
31.7.2015, 17:16:6, 0
31.7.2015, 17:20:9, 1
31.7.2015, 17:48:51, 0
31.7.2015, 19:0:43, 1
1.8.2015, 4:33:19, 2
1.8.2015, 6:29:44, 0
1.8.2015, 7:16:49, 1
1.8.2015, 7:26:34, 0
1.8.2015, 7:34:52, 1
1.8.2015, 7:47:31, 0
1.8.2015, 7:56:10, 1
1.8.2015, 8:2:6, 0
1.8.2015, 9:31:11, 1
1.8.2015, 9:36:27, 0
1.8.2015, 9:40:9, 2
1.8.2015, 9:44:47, 0
1.8.2015, 10:13:48, 1
1.8.2015, 10:17:8, 0
1.8.2015, 10:21:37, 1
1.8.2015, 11:8:47, 0
1.8.2015, 11:12:6, 1
1.8.2015, 11:17:2, 0
1.8.2015, 11:21:6, 1
1.8.2015, 11:30:19, 0
1.8.2015, 11:34:51, 2
1.8.2015, 11:40:50, 1
1.8.2015, 11:44:9, 0
1.8.2015, 11:48:43, 1
1.8.2015, 11:53:16, 0
1.8.2015, 13:17:45, 1
1.8.2015, 13:21:49, 0
1.8.2015, 13:37:29, 1
1.8.2015, 13:48:9, 0
1.8.2015, 13:56:43, 1
1.8.2015, 14:1:16, 0
1.8.2015, 16:0:6, 1
1.8.2015, 18:59:31, 0
1.8.2015, 21:23:31, 1
2.8.2015, 2:9:51, 0
2.8.2015, 5:56:1, 1
2.8.2015, 6:0:8, 0
2.8.2015, 6:14:41, 1
2.8.2015, 6:20:33, 0
2.8.2015, 6:28:14, 2
2.8.2015, 6:34:4, 0
2.8.2015, 6:46:39, 1
2.8.2015, 6:51:36, 0
2.8.2015, 7:27:42, 1
2.8.2015, 7:37:5, 0
2.8.2015, 7:55:20, 1
2.8.2015, 7:59:41, 0
2.8.2015, 8:9:12, 1
2.8.2015, 8:18:16, 0
2.8.2015, 8:23:35, 1
2.8.2015, 8:32:1, 0
2.8.2015, 8:36:36, 1
2.8.2015, 8:41:14, 0
2.8.2015, 8:45:40, 1
2.8.2015, 8:50:24, 2
2.8.2015, 9:4:3, 1
2.8.2015, 9:8:39, 2
2.8.2015, 9:13:15, 3
2.8.2015, 9:17:41, 2
2.8.2015, 9:59:39, 1
2.8.2015, 10:4:13, 2
2.8.2015, 10:32:1, 3
2.8.2015, 10:36:58, 2
2.8.2015, 10:46:56, 3
2.8.2015, 10:50:15, 2
2.8.2015, 10:59:12, 3
2.8.2015, 11:4:10, 2
2.8.2015, 11:22:20, 1
2.8.2015, 11:26:42, 2
2.8.2015, 11:44:55, 1
2.8.2015, 11:49:54, 2
2.8.2015, 12:44:25, 1
2.8.2015, 12:50:38, 2
2.8.2015, 13:8:56, 1
2.8.2015, 13:12:15, 2
2.8.2015, 13:21:37, 1
2.8.2015, 13:30:40, 3
2.8.2015, 13:39:54, 2
2.8.2015, 14:12:5, 4
2.8.2015, 14:16:41, 2
2.8.2015, 14:58:21, 3
2.8.2015, 15:2:46, 2
2.8.2015, 15:34:29, 1
2.8.2015, 15:38:54, 2
2.8.2015, 15:43:33, 1
2.8.2015, 15:48:58, 2
2.8.2015, 16:6:27, 1
2.8.2015, 16:15:17, 2
2.8.2015, 16:29:0, 1
2.8.2015, 16:33:45, 2
2.8.2015, 17:1:14, 1
2.8.2015, 17:5:58, 2
2.8.2015, 17:15:40, 1
2.8.2015, 17:24:9, 3
2.8.2015, 17:29:32, 2
2.8.2015, 18:41:31, 1
3.8.2015, 4:3:28, 0
3.8.2015, 6:30:40, 1
3.8.2015, 6:34:43, 0
3.8.2015, 6:39:22, 1
3.8.2015, 6:44:4, 0
3.8.2015, 6:58:1, 2
3.8.2015, 7:2:45, 1
3.8.2015, 7:7:10, 0
3.8.2015, 7:16:10, 1
3.8.2015, 7:30:1, 0
3.8.2015, 7:39:18, 1
3.8.2015, 8:13:9, 0
3.8.2015, 8:25:18, 1
3.8.2015, 8:34:13, 0
3.8.2015, 8:49:34, 1
3.8.2015, 9:11:5, 2
3.8.2015, 9:15:26, 1
3.8.2015, 9:34:8, 2
3.8.2015, 9:38:52, 1
3.8.2015, 10:6:36, 2
3.8.2015, 10:11:16, 1
3.8.2015, 10:15:59, 2
3.8.2015, 10:25:11, 1
3.8.2015, 10:30:37, 2
3.8.2015, 10:34:18, 1
3.8.2015, 10:38:46, 2
3.8.2015, 10:43:5, 1
3.8.2015, 11:1:20, 0
3.8.2015, 11:7:30, 1
3.8.2015, 11:19:40, 2
3.8.2015, 11:52:17, 1
3.8.2015, 12:9:41, 2
3.8.2015, 12:18:46, 1
3.8.2015, 12:32:39, 2
3.8.2015, 12:37:0, 1
3.8.2015, 12:46:12, 2
3.8.2015, 12:50:55, 1
3.8.2015, 12:55:21, 2
3.8.2015, 12:59:43, 1
3.8.2015, 13:22:42, 2
3.8.2015, 13:31:53, 1
3.8.2015, 13:46:32, 2
3.8.2015, 13:49:51, 1
3.8.2015, 14:21:31, 3
3.8.2015, 14:26:23, 1
3.8.2015, 14:44:21, 2
3.8.2015, 14:49:5, 1
3.8.2015, 14:58:1, 2
3.8.2015, 15:4:7, 1
3.8.2015, 15:7:4, 3
3.8.2015, 15:11:27, 2
3.8.2015, 15:16:35, 1
3.8.2015, 15:25:33, 2
3.8.2015, 15:30:18, 1
3.8.2015, 15:48:47, 2
3.8.2015, 15:57:58, 1
3.8.2015, 16:13:28, 0
3.8.2015, 16:30:19, 1
3.8.2015, 16:57:51, 0
3.8.2015, 17:2:36, 1
3.8.2015, 17:25:13, 0
3.8.2015, 17:30:21, 1
3.8.2015, 17:38:55, 0
3.8.2015, 17:50:37, 1
3.8.2015, 17:58:42, 0
3.8.2015, 18:8:29, 1
3.8.2015, 18:23:54, 0
3.8.2015, 18:47:5, 1
3.8.2015, 19:5:48, 0
4.8.2015, 3:55:19, 1
4.8.2015, 5:36:55, 0
4.8.2015, 6:1:35, 1
4.8.2015, 6:20:30, 0
4.8.2015, 6:58:53, 1
4.8.2015, 7:11:10, 0
4.8.2015, 7:17:4, 1
4.8.2015, 7:20:23, 2
4.8.2015, 7:29:21, 1
4.8.2015, 7:35:15, 3
4.8.2015, 7:38:35, 2
4.8.2015, 7:43:9, 3
4.8.2015, 8:1:45, 4
4.8.2015, 8:25:47, 5
4.8.2015, 8:29:29, 4
4.8.2015, 8:44:0, 3
4.8.2015, 8:47:41, 4
4.8.2015, 8:52:59, 3
4.8.2015, 9:29:27, 2
4.8.2015, 9:34:38, 4
4.8.2015, 9:38:41, 3
4.8.2015, 9:43:27, 2
4.8.2015, 10:1:35, 3
4.8.2015, 10:6:24, 2
4.8.2015, 10:12:20, 3
4.8.2015, 10:15:17, 2
4.8.2015, 10:24:38, 1
4.8.2015, 10:30:34, 2
4.8.2015, 10:33:31, 1
4.8.2015, 10:42:49, 2
4.8.2015, 10:51:49, 0
4.8.2015, 10:57:45, 1
4.8.2015, 11:11:39, 2
4.8.2015, 11:17:14, 1
4.8.2015, 11:23:30, 2
4.8.2015, 11:26:49, 3
4.8.2015, 11:31:23, 2
4.8.2015, 11:52:54, 1
4.8.2015, 12:38:51, 2
4.8.2015, 12:45:9, 1
4.8.2015, 13:10:55, 2
4.8.2015, 13:13:52, 0
4.8.2015, 13:36:44, 1
4.8.2015, 13:45:38, 0
4.8.2015, 14:40:54, 1
4.8.2015, 14:46:6, 0
4.8.2015, 14:50:9, 1
4.8.2015, 14:54:58, 0
4.8.2015, 15:0:34, 1
4.8.2015, 15:22:34, 2
4.8.2015, 15:27:9, 1
4.8.2015, 15:51:3, 0
4.8.2015, 15:59:58, 2
4.8.2015, 18:31:17, 1
5.8.2015, 2:13:11, 0
5.8.2015, 6:44:5, 1
5.8.2015, 6:48:55, 0
5.8.2015, 7:7:22, 1
5.8.2015, 7:18:32, 0
5.8.2015, 7:21:8, 1
5.8.2015, 7:26:7, 0
5.8.2015, 7:34:39, 1
5.8.2015, 7:48:29, 2
5.8.2015, 7:53:8, 1
5.8.2015, 8:6:59, 2
5.8.2015, 8:11:52, 1
5.8.2015, 8:34:27, 2
5.8.2015, 8:39:5, 1
5.8.2015, 8:49:59, 2
5.8.2015, 8:57:56, 1
5.8.2015, 9:11:46, 2
5.8.2015, 9:16:21, 1
5.8.2015, 9:22:20, 2
5.8.2015, 9:25:17, 1
5.8.2015, 9:29:56, 2
5.8.2015, 9:40:29, 1
5.8.2015, 9:43:25, 2
5.8.2015, 9:47:59, 1
5.8.2015, 9:53:16, 2
5.8.2015, 9:58:49, 1
5.8.2015, 10:5:56, 2
5.8.2015, 10:11:13, 1
5.8.2015, 10:26:14, 2
5.8.2015, 10:29:11, 1
5.8.2015, 10:33:41, 2
5.8.2015, 10:47:33, 3
5.8.2015, 10:52:5, 2
5.8.2015, 11:1:10, 1
5.8.2015, 11:16:49, 2
5.8.2015, 11:19:46, 1
5.8.2015, 11:29:13, 2
5.8.2015, 11:44:14, 1
5.8.2015, 11:47:33, 2
5.8.2015, 12:2:25, 1
5.8.2015, 12:5:45, 2
5.8.2015, 12:20:36, 1
5.8.2015, 12:24:17, 2
5.8.2015, 12:47:23, 1
5.8.2015, 12:53:2, 2
5.8.2015, 13:14:35, 1
5.8.2015, 13:19:16, 2
5.8.2015, 13:37:23, 3
5.8.2015, 13:42:42, 2
5.8.2015, 13:56:13, 1
5.8.2015, 14:6:59, 2
5.8.2015, 14:9:56, 1
5.8.2015, 14:14:28, 2
5.8.2015, 14:25:11, 1
5.8.2015, 14:28:9, 2
5.8.2015, 14:46:46, 1
5.8.2015, 14:51:27, 3
5.8.2015, 14:55:59, 2
5.8.2015, 15:10:2, 1
5.8.2015, 15:23:42, 3
5.8.2015, 15:28:17, 2
5.8.2015, 15:42:0, 1
5.8.2015, 15:46:33, 2
5.8.2015, 15:52:14, 1
5.8.2015, 15:55:55, 2
5.8.2015, 16:0:37, 1
5.8.2015, 16:14:32, 2
5.8.2015, 16:19:8, 1
5.8.2015, 16:23:41, 2
5.8.2015, 16:29:23, 1
5.8.2015, 16:47:39, 0
5.8.2015, 16:51:21, 1
5.8.2015, 17:15:14, 2
5.8.2015, 17:23:15, 1
5.8.2015, 17:28:18, 0
5.8.2015, 17:31:59, 1
6.8.2015, 2:12:48, 0
6.8.2015, 6:36:3, 1
6.8.2015, 6:41:23, 0
6.8.2015, 6:56:21, 1
6.8.2015, 8:0:39, 0
6.8.2015, 8:4:42, 1
6.8.2015, 8:27:24, 2
6.8.2015, 8:45:44, 1
6.8.2015, 8:51:29, 2
6.8.2015, 9:12:51, 3
6.8.2015, 9:18:14, 2
6.8.2015, 9:21:55, 1
6.8.2015, 9:26:40, 2
6.8.2015, 9:36:39, 1
6.8.2015, 9:42:31, 2
6.8.2015, 9:45:6, 1
6.8.2015, 9:49:45, 2
6.8.2015, 9:55:31, 1
6.8.2015, 10:7:51, 0
6.8.2015, 10:16:55, 1
6.8.2015, 10:49:0, 0
6.8.2015, 10:53:39, 1
6.8.2015, 11:2:50, 2
6.8.2015, 11:11:55, 1
6.8.2015, 11:16:41, 0
6.8.2015, 11:21:21, 1
6.8.2015, 11:27:36, 0
6.8.2015, 11:30:12, 1
6.8.2015, 11:48:26, 0
6.8.2015, 11:54:12, 1
6.8.2015, 12:34:14, 2
6.8.2015, 12:38:39, 1
6.8.2015, 12:48:27, 2
6.8.2015, 13:7:13, 1
6.8.2015, 13:10:55, 2
6.8.2015, 13:15:42, 0
6.8.2015, 13:24:46, 2
6.8.2015, 13:29:8, 1
6.8.2015, 13:35:17, 3
6.8.2015, 13:38:36, 2
6.8.2015, 13:43:1, 1
6.8.2015, 13:52:7, 2
6.8.2015, 14:15:6, 1
6.8.2015, 14:20:53, 2
6.8.2015, 14:23:50, 1
6.8.2015, 14:56:7, 2
6.8.2015, 15:9:51, 1
6.8.2015, 15:23:18, 0
6.8.2015, 15:27:57, 1
6.8.2015, 15:46:15, 2
6.8.2015, 15:50:41, 1
6.8.2015, 16:5:29, 0
6.8.2015, 16:8:49, 1
6.8.2015, 16:13:14, 0
6.8.2015, 16:17:55, 1
6.8.2015, 16:22:20, 0
6.8.2015, 16:26:46, 1
6.8.2015, 16:45:7, 0
6.8.2015, 17:3:44, 1
6.8.2015, 17:8:7, 0
6.8.2015, 17:12:47, 1
6.8.2015, 17:21:54, 0
6.8.2015, 17:37:32, 1
6.8.2015, 17:40:7, 0
6.8.2015, 21:29:26, 1
7.8.2015, 2:16:56, 0
7.8.2015, 5:11:34, 1
7.8.2015, 5:37:56, 0
7.8.2015, 6:36:53, 1
7.8.2015, 6:39:28, 0
7.8.2015, 7:0:2, 1
7.8.2015, 7:4:45, 0
7.8.2015, 7:15:40, 1
7.8.2015, 7:37:22, 2
7.8.2015, 7:46:31, 1
7.8.2015, 7:57:19, 2
7.8.2015, 8:5:6, 1
7.8.2015, 8:29:20, 2
7.8.2015, 8:32:39, 1
7.8.2015, 8:51:48, 0
7.8.2015, 8:57:39, 1
7.8.2015, 9:23:34, 2
7.8.2015, 9:37:5, 1
7.8.2015, 9:46:15, 0
7.8.2015, 9:56:57, 2
7.8.2015, 9:59:54, 1
7.8.2015, 10:4:23, 0
7.8.2015, 10:9:6, 2
7.8.2015, 10:13:32, 1
7.8.2015, 10:31:48, 2
7.8.2015, 10:36:38, 1
7.8.2015, 10:50:21, 2
7.8.2015, 10:54:51, 1
7.8.2015, 11:1:33, 2
7.8.2015, 11:4:8, 1
7.8.2015, 11:14:45, 2
7.8.2015, 11:18:4, 1
7.8.2015, 11:41:15, 2
7.8.2015, 11:50:26, 0
7.8.2015, 11:54:55, 1
7.8.2015, 12:4:7, 2
7.8.2015, 12:14:7, 1
7.8.2015, 12:22:40, 2
7.8.2015, 12:27:3, 1
7.8.2015, 12:33:16, 2
7.8.2015, 12:36:35, 1
7.8.2015, 13:14:19, 2
7.8.2015, 13:22:8, 1
7.8.2015, 13:31:3, 2
7.8.2015, 13:44:45, 1
7.8.2015, 13:49:28, 2
7.8.2015, 13:53:52, 1
7.8.2015, 14:8:36, 2
7.8.2015, 14:17:0, 1
7.8.2015, 14:27:39, 2
7.8.2015, 14:30:36, 1
7.8.2015, 14:49:12, 2
7.8.2015, 15:7:44, 1
7.8.2015, 15:21:6, 0
7.8.2015, 15:26:59, 1
7.8.2015, 15:34:49, 0
7.8.2015, 15:39:14, 1
7.8.2015, 16:11:15, 0
7.8.2015, 16:16:22, 1
7.8.2015, 16:31:35, 0
7.8.2015, 16:51:59, 1
7.8.2015, 17:5:47, 0
7.8.2015, 17:10:35, 1
7.8.2015, 17:28:43, 0
7.8.2015, 17:37:55, 1
7.8.2015, 17:43:11, 0
7.8.2015, 18:20:4, 1
7.8.2015, 21:16:58, 4
8.8.2015, 4:14:36, 1
8.8.2015, 5:26:32, 0
8.8.2015, 6:8:12, 1
8.8.2015, 6:11:54, 0
8.8.2015, 6:41:46, 1
8.8.2015, 6:44:30, 0
8.8.2015, 7:17:15, 2
8.8.2015, 7:23:14, 1
8.8.2015, 7:32:30, 0
8.8.2015, 7:47:21, 1
8.8.2015, 7:55:16, 0
8.8.2015, 8:6:0, 1
8.8.2015, 8:8:57, 0
8.8.2015, 8:19:9, 1
8.8.2015, 8:32:3, 2
8.8.2015, 8:37:36, 1
8.8.2015, 8:50:19, 2
8.8.2015, 8:59:35, 1
8.8.2015, 9:13:24, 2
8.8.2015, 9:18:12, 1
8.8.2015, 9:23:46, 2
8.8.2015, 9:38:0, 0
8.8.2015, 9:41:19, 2
8.8.2015, 9:50:32, 1
8.8.2015, 9:59:49, 2
8.8.2015, 10:13:45, 1
8.8.2015, 10:18:13, 2
8.8.2015, 10:24:32, 3
8.8.2015, 10:37:19, 2
8.8.2015, 10:45:36, 3
8.8.2015, 10:51:34, 2
8.8.2015, 10:59:6, 3
8.8.2015, 11:3:55, 2
8.8.2015, 11:10:16, 3
8.8.2015, 11:22:38, 2
8.8.2015, 11:29:3, 3
8.8.2015, 11:31:20, 4
